id_sim,year,month,day,seed,Straw Value,Salinity Exposure,Max Flood Continuous,Profit Margin,Flood Stress,Methane Emissions,Labor Intensity,Net Income,AWD Adoption,Salinity Stress,Pesticide Usage,Resilient Varieties,Drought Stress,Fertilizer Usage,Water Usage,Production Cost,Emission Intensity,Water Reliability,Biodiversity,Avg Yield
218,2027,3,4,2.857941005564493E18,49.794951062058814,8.993622790439865E-4,0.0,44.832584771336236,0.0,60.90000000000083,261.76069518716577,731.1567695305635,100.0,0.0,6.552139037433155,0.0,0.0,143.0,616.2804711192888,899.1300592990846,0.00799664020547084,100.0,1.0,7.615698397726656
208,2027,3,4,6.65317065901527E17,49.960532427945765,8.993622790439865E-4,0.0,48.04499550487254,0.0,52.19999999999996,255.07620320855614,815.4661610712608,100.0,0.0,5.21524064171123,0.0,0.0,143.0,609.7309402389053,881.1333364841997,0.006831546337099875,100.0,1.0,7.641022606626992
203,2027,3,4,1.858714168763392E18,50.00785660906831,8.993622790439865E-4,0.0,41.95496841193419,0.0,60.90000000000083,256.83422459893046,682.9919644359942,100.0,0.0,5.566844919786096,0.0,0.0,143.0,819.6111965666161,944.3458924714612,0.007962594973928679,100.0,1.0,7.648260422563384
202,2027,3,4,4.90388125562359E18,49.609407449039544,8.993622790439865E-4,0.0,47.3292763081299,0.0,49.29999999999987,257.201871657754,818.8526087768627,100.0,0.0,5.640374331550802,0.0,0.0,143.0,833.8629554092155,910.4312399020428,0.006497682000682592,100.0,1.0,7.587321139264867
219,2027,3,5,9.054830946953192E18,50.27468099994229,0.0015196121266605287,0.0,49.96548483385675,0.0,49.29999999999987,260.05213903743316,931.7566707812584,100.0,0.0,5.910427807486631,0.0,0.0,143.0,825.1043287897475,932.449670689924,0.006411699635578457,100.0,1.0,7.689068858814699
216,2027,3,5,4.2692437014197545E18,50.73740095706092,4.170175978761055E-4,0.0,43.95634932923547,0.0,57.99999999999999,259.35695187165777,749.5573466765995,100.0,0.0,5.771390374331551,0.0,0.0,143.0,810.1921715732891,954.8470759348969,0.0074743830404657985,100.0,1.0,7.759837793432843
211,2027,3,5,4.2848121755587553E18,50.61733209340446,0.0015196121266605287,0.0,48.13831103278196,0.0,55.09999999999923,259.35026737967917,861.7510238840734,100.0,0.0,5.770053475935829,0.0,0.0,143.0,820.0112401144976,927.8167292224003,0.007117507301736459,100.0,1.0,7.741474320167747
210,2027,3,5,2.2009420763865405E18,49.767441083879625,0.0015196121266605287,0.0,40.312645153041025,0.0,43.49999999999999,261.2352941176471,651.0096090082795,100.0,0.0,6.147058823529412,0.0,0.0,143.0,816.6127666007295,962.9934531750656,0.00571504322361484,100.0,1.0,7.6114909892992335
209,2027,3,5,7.388801749022034E17,51.00260571349281,0.011008381961851733,0.0,47.96133341647907,0.0,43.49999999999999,253.4879679144385,845.1920204153466,100.0,0.0,4.597593582887701,0.0,0.0,143.0,814.0111346325801,916.6051730667809,0.005576638152976407,100.0,1.0,7.800398520887147
207,2027,3,5,2.7812977706100634E18,50.21473990082654,0.0015196121266605287,0.0,46.34796270616913,0.0,52.19999999999996,259.48395721925135,818.319271896139,100.0,0.0,5.7967914438502675,0.0,0.0,143.0,812.3035576946946,946.4821587270485,0.006796962266094973,100.0,1.0,7.6799013965970095
206,2027,3,5,3.967985631945377E18,50.48327433560597,4.979069877655729E-4,0.0,42.16285135652119,0.0,55.09999999999923,262.2379679144385,682.154662961311,100.0,0.0,6.347593582887701,0.0,0.0,143.0,820.0377006392329,935.0686082984173,0.007136407760998318,100.0,1.0,7.7209713689750314
204,2027,3,5,2.3275888066568E18,50.797716618187025,6.015883320112939E-4,0.0,45.39625011470696,0.0,55.09999999999923,258.0334224598931,784.7392614625933,100.0,0.0,5.50668449197861,0.0,0.0,143.0,817.842289308205,943.2198370933752,0.007092232776467728,100.0,1.0,7.769062541605081
217,2027,3,6,6.522181452910449E18,51.16939716154216,0.002108849481896243,0.0,50.560190653092455,0.0,40.59999999999947,253.75802139037432,880.1014908155182,100.0,0.0,4.351604278074866,0.0,0.0,143.0,609.7376247330674,859.9326690462073,0.005187896539477904,100.0,1.0,7.825907801177034
215,2027,3,6,8.305991534382669E18,51.85197843311964,8.154870386296382E-4,0.0,49.61260061733825,0.0,66.69999999999933,249.99465240641712,915.372706663959,100.0,0.0,3.5989304812834226,0.0,0.0,143.0,819.1779632596679,929.0803493393944,0.008410776170824329,100.0,1.0,7.9303025838888965
214,2027,3,6,8.619173836053503E18,51.038759228289145,0.0012673374290241852,0.0,40.908074354819114,0.0,46.400000000000645,254.92780748663102,644.1581321149646,100.0,0.0,4.5855614973262036,0.0,0.0,143.0,806.7555021736296,929.5816129127592,0.005944200446323993,100.0,1.0,7.805927881973647
213,2027,3,6,7.421366990471719E18,51.46806809962093,0.002108849481896243,0.0,48.43057939148328,0.0,60.90000000000083,257.38101604278074,867.5282358832967,100.0,0.0,5.07620320855615,0.0,0.0,143.0,812.471489254228,923.1608457581673,0.007736686500872292,100.0,1.0,7.871586885824379
212,2027,3,6,6.261277189363532E18,51.001068651685905,0.002108849481896243,0.0,53.36772070856838,0.0,46.400000000000645,255.7433155080214,1001.3427176373302,100.0,0.0,4.748663101604278,0.0,0.0,143.0,608.6499181023236,874.269586172582,0.005948593302163891,100.0,1.0,7.800163440846082
200,2027,3,6,8.709926167270339E18,50.93890369210284,0.002108849481896243,0.0,49.47843376520151,0.0,40.59999999999947,258.97860962566847,862.8841896257676,100.0,0.0,5.39572192513369,0.0,0.0,143.0,610.4525142964394,880.3796066639746,0.005211371254986196,100.0,1.0,7.7906558587922
205,2027,3,7,4.86643095885923E18,52.21268953201466,0.002698086837131958,0.0,45.141177536826206,0.0,55.09999999999923,256.32085561497325,750.9405720106614,100.0,0.0,4.564171122994653,0.0,0.0,143.0,818.3344243686762,911.9452506296536,0.0069000320419870965,100.0,1.0,7.985470163719896
201,2027,3,7,6.977615103056312E17,52.263323788998946,0.002698086837131958,0.0,50.16219948611257,0.0,81.19999999999894,259.081550802139,878.0170037349272,100.0,0.0,5.116310160427807,0.0,0.0,143.0,608.4669923345218,871.7560407096214,0.01015861675898281,100.0,1.0,7.9932142265527855
