id_sim,year,month,day,seed,Fertilizer Usage,Pesticide Usage,Water Usage,Salinity Exposure,Max Flood Continuous,Flood Stress,Drought Stress,Salinity Stress,Biodiversity,Resilient Varieties,Water Reliability,Emission Intensity,AWD Adoption,Methane Emissions,Labor Intensity,Profit Margin,Net Income,Production Cost,Straw Value,Avg Yield
153,2026,3,7,5.617863043828535E18,143.0,6.0828877005347595,989.5363421181657,0.022618298414955964,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03680725492912733,0.0,285.99999999999994,307.32620320855614,38.79112264957709,658.5713008725015,1038.441967850538,101.6104028187214,7.77020727437282
145,2026,3,7,5.547295844673057E18,143.0,1.463903743315508,921.3942913993984,0.008215310408263399,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03557072937203875,0.0,285.99999999999994,233.42245989304814,48.42349988203509,850.4809149415853,905.52468580665,105.14262895435371,8.04031868474469
159,2026,3,5,4.573612603220361E18,143.0,4.552139037433155,1014.0829028585392,0.015066121057486804,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03666909010302869,0.0,280.7999999999969,280.83422459893046,39.16730440375602,655.279144721016,1017.1572268303572,100.1388359973695,7.6576756939165
154,2026,3,7,2.845830034239694E18,143.0,3.5040106951871657,987.245799931731,0.029632555159536538,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03635274432052816,0.0,285.99999999999994,266.06417112299465,42.836153346792365,736.1219348247363,982.1087288428713,102.88081601278316,7.867356518624582
147,2026,3,5,3.836345349235617E18,143.0,5.600267379679145,1038.070096279968,0.0649530907486427,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.035018573044819895,0.0,272.99999999999994,297.60427807486633,38.2236938794294,651.0357221514175,1051.5807700651158,101.94590154860965,7.795863059599551
157,2026,3,6,1.8995490211313254E17,143.0,4.641711229946524,997.3921423531112,0.009021278413395267,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.037170339161055714,0.0,283.39999999999634,283.26737967914437,39.263640147161404,654.0312558416715,1011.1286914974044,99.70315266541392,7.6243587332375355
148,2026,3,7,6.730945950873178E18,143.0,2.806149732620321,1034.4102869111734,0.023943698180228026,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.036712647920291386,0.0,285.99999999999994,254.89839572192514,41.76259231638357,710.6296555466303,990.7567477336646,101.87224871712068,7.790230784250389
140,2026,3,6,5.640733279973713E18,143.0,4.116310160427807,931.0054838823881,0.05177353499465267,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03820116745399577,0.0,283.39999999999634,274.86096256684493,40.3221267540314,653.5351436519225,966.6917793743567,97.01274193944317,7.418621442428016
146,2026,3,5,4.761185233657941E18,143.0,5.94385026737968,983.212189799485,0.027884583067290497,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03641098860996591,0.0,283.39999999999634,303.1016042780749,39.301774413919695,668.3823392310753,1031.5044906216715,101.78246022646017,7.783364605552842
152,2026,3,6,3.0200617878779566E18,143.0,5.050802139037433,1004.0315892254786,0.015066121057486804,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03832004473786263,0.0,283.39999999999634,289.81283422459893,36.63834133685006,591.9976591154045,1023.2029603881452,96.71178688208026,7.395607232159078
144,2026,3,6,6.005986921513206E18,143.0,5.294117647058823,972.0610676400803,0.020310037334224682,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.036591406510427825,0.0,283.39999999999634,293.70588235294116,40.13167428419339,679.0807019103546,1012.4246514670933,101.28061076154057,7.744987881764888
156,2026,3,5,6.382099460904479E18,143.0,5.403743315508021,1063.1197092388782,0.015066121057486804,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03713508427073396,0.0,280.7999999999969,294.4598930481283,35.807269088433955,591.549636681804,1059.899961571308,98.88223150994305,7.5615824095838775
151,2026,3,3,9.102023961735639E17,143.0,5.517379679144385,973.0385204394141,0.00722249331614899,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03855806161127115,0.0,275.6000000000036,294.27807486631013,34.867147065352285,544.558242048466,1016.491185353396,93.46942894418062,7.147662213378518
155,2026,3,6,2.0171452079049892E18,143.0,3.229946524064171,977.6977750166468,0.02730192570320866,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.036079664304912204,0.0,283.39999999999634,260.67914438502675,43.38426971709042,744.4273711769745,971.0697431232926,102.71714195232656,7.85484026694261
141,2026,3,6,7.321516021041606E18,143.0,4.292780748663102,905.4072291824691,0.018400350037762313,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03790475008648617,0.0,283.39999999999634,277.6844919786096,41.34123325215144,675.2280699233015,957.669122612623,97.77138726793024,7.476635496959372
142,2026,3,5,6.35493686753437E18,143.0,5.438502673796791,941.6492253472915,0.03720710089260265,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03673495231986077,0.0,280.7999999999969,295.01604278074865,40.0922237268528,669.5292849874313,999.9085698929026,99.95929674896293,7.643946221979502
158,2026,3,6,4.983645792114481E18,143.0,4.616310160427807,1021.877944418432,0.0038634987253890517,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03524268927437752,0.0,283.39999999999634,282.86096256684493,41.75000924624585,733.4102705333225,1022.8280096423712,105.15656087273452,8.04138406673853
150,2026,3,6,6.035458547893711E18,143.0,4.06951871657754,981.4668504215416,0.02917537256503228,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03747946310218487,0.0,283.39999999999634,274.11229946524065,39.984655650135295,660.5048787105179,990.9211257455349,98.88081880724468,7.561474379377529
149,2026,3,7,4.5883026077742356E18,143.0,4.648395721925134,939.8935694102378,0.04070304507709466,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.03724700070672328,0.0,285.99999999999994,284.37433155080214,41.374546763278424,694.055526678704,982.922453154326,100.41076943209856,7.678470603631059
143,2026,3,6,5.594090867782912E17,143.0,4.823529411764706,965.9793941414704,0.04769493344607857,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.038579661496531394,0.0,283.39999999999634,286.1764705882353,37.694300272906844,605.0181128571087,999.3132264825097,96.0609776302247,7.34583946584073
153,2026,7,16,5.617863043828535E18,100.0,6.052139037433155,566.5971351212368,0.002016115446650502,3.0,3.0,0.0,0.0,1.0,0.0,100.0,0.07295584336710068,0.0,474.80335175252617,291.83422459893046,46.19790698092254,656.9529833121879,764.4143429616886,85.10582046582113,6.508092153268671
145,2026,7,14,5.547295844673057E18,100.0,5.959893048128342,469.0837143133933,0.0011579041416573783,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.07421951143582729,0.0,476.98623066185905,288.3582887700535,49.19730333762878,690.7068185781452,712.8835683866332,84.04140806706586,6.426695911010914
154,2026,7,14,2.845830034239694E18,100.0,6.0,463.7299968981896,0.00236948907719396,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.07546164939056914,0.0,472.262523605634,289.0,47.962804993902715,655.7502777667049,711.0649984491025,81.83946074833935,6.258311704284789
144,2026,7,14,6.005986921513206E18,100.0,5.990641711229946,487.07821175865075,0.0022742285873614213,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0659079512668236,0.0,446.92352088917016,288.85026737967917,51.20209670025409,758.4372059086448,722.5388384996492,88.67495334932698,6.781025844360303
148,2026,7,15,6.730945950873178E18,100.0,5.987967914438503,467.1461467992063,0.0026128132918475135,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.07092683605729455,0.0,472.7561706161209,289.80748663101605,51.01202805694485,742.80912057851,712.9155867685773,87.1630037507069,6.6654061691717
159,2026,7,15,4.573612603220361E18,100.0,5.998663101604278,540.8785173898175,0.0015024687057297477,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.06575470410455002,0.0,427.79050115630184,289.97860962566847,47.20030971283904,670.8678527027937,750.010649069241,85.07655159948042,6.505853945842638
140,2026,7,14,5.640733279973713E18,100.0,5.99331550802139,551.3961223786421,0.0029606573378150283,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.06369076572276422,0.0,438.2489244646337,288.89304812834223,49.76563990155457,748.030579432949,754.7550130609822,89.98082231754265,6.880886412517971
147,2026,7,15,3.836345349235617E18,100.0,6.024064171122995,521.5091327818857,0.003306795482871719,3.0,3.0,0.0,0.0,1.0,0.0,100.0,0.06809623253077957,0.0,430.8525145844437,290.3850267379679,46.370477315965154,640.9717999939703,740.8695396529931,82.73916164411851,6.3271123610208235
157,2026,7,14,1.8995490211313254E17,100.0,5.454545454545454,431.2924965723842,0.0016166963487291802,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.06959166953493821,0.0,443.95123092615387,280.27272727272725,50.95613191002235,710.0815838320107,683.1735210134619,83.42257249356538,6.3793731906844116
