1,2027,1,15705,21.5,33.6,2.5,0.1,0.0,73.87
1,2027,2,17466,22.7,34.0,2.0,0.1,0.0,66.02
1,2027,3,17306,22.3,34.8,2.2,0.1,0.0,62.19
1,2027,4,21751,23.1,36.0,2.7,0.1,0.0,58.5
1,2027,5,18481,22.7,35.9,1.8,0.1,0.0,70.37
1,2027,6,20569,22.3,36.6,2.1,0.1,0.0,70.63
1,2027,7,16074,21.9,34.1,2.6,0.1,0.0,67.23
1,2027,8,15351,22.5,36.3,2.6,0.1,0.0,68.05
1,2027,9,16050,22.1,35.4,3.0,0.1,0.0,62.96
1,2027,10,19902,23.0,34.9,2.8,0.1,0.0,60.14
1,2027,11,20111,22.7,33.7,2.6,0.1,0.0,62.18
1,2027,12,20020,20.9,34.9,2.7,0.1,0.0,63.98
1,2027,13,15749,22.8,35.0,2.2,0.1,0.0,72.77
1,2027,14,19788,21.5,35.4,2.2,0.1,0.0,63.28
1,2027,15,18392,22.4,34.4,1.9,0.1,0.0,64.1
1,2027,16,16579,23.1,35.2,1.2,0.1,0.0,63.86
1,2027,17,18719,21.9,33.6,1.9,0.1,0.0,56.03
1,2027,18,14357,22.3,36.0,2.3,0.1,0.0,57.57
1,2027,19,16456,22.3,35.3,1.9,0.1,0.0,62.76
1,2027,20,18555,21.8,34.3,1.9,0.1,0.0,68.03
1,2027,21,15419,22.5,34.2,2.1,0.1,3.87,91.79
1,2027,22,19788,22.7,35.8,2.0,0.1,0.0,57.59
1,2027,23,18119,22.0,36.3,2.4,0.1,0.0,66.16
1,2027,24,17212,23.9,34.8,1.7,0.1,0.0,63.12
1,2027,25,19726,23.2,36.2,2.6,0.1,0.0,62.67
1,2027,26,19100,23.2,34.6,2.6,0.1,0.0,60.95
1,2027,27,21135,23.3,36.0,3.5,0.1,0.0,67.32
1,2027,28,16775,24.3,35.9,1.8,0.1,0.0,67.97
1,2027,29,18581,22.0,35.5,2.9,0.1,0.0,66.67
1,2027,30,18540,22.5,35.5,2.8,0.1,0.0,69.96
1,2027,31,20154,22.4,33.8,2.0,0.1,0.0,61.87
1,2027,32,15415,22.8,33.9,2.7,0.1,0.0,65.35
1,2027,33,17920,22.3,34.8,2.6,0.1,0.0,68.09
1,2027,34,15922,23.4,36.3,2.0,0.1,0.0,60.7
1,2027,35,20740,23.1,34.5,2.3,0.1,0.0,68.33
1,2027,36,14718,23.0,34.7,2.3,0.1,0.0,67.41
1,2027,37,21846,23.8,35.8,3.1,0.1,0.0,59.21
1,2027,38,19571,23.5,34.3,2.4,0.1,0.0,68.95
1,2027,39,18282,24.0,37.0,2.8,0.1,0.0,61.81
1,2027,40,18274,23.1,34.2,2.5,0.1,0.0,63.36
1,2027,41,19078,23.4,36.0,2.6,0.1,0.0,61.2
1,2027,42,19681,24.2,35.6,1.4,0.1,0.0,63.32
1,2027,43,20849,21.5,36.6,3.3,0.1,0.0,59.82
1,2027,44,18695,23.9,35.6,1.5,0.1,0.0,63.13
1,2027,45,17416,25.4,34.8,2.6,0.1,0.0,71.96
1,2027,46,16037,23.4,33.5,2.4,0.1,0.0,62.73
1,2027,47,14094,23.3,36.2,2.3,0.1,0.0,52.89
1,2027,48,18904,23.7,34.1,2.2,0.1,0.0,65.09
1,2027,49,20155,23.1,35.9,2.3,0.1,0.0,74.01
1,2027,50,15328,23.2,36.0,2.6,0.1,0.0,63.63
1,2027,51,19364,22.5,34.0,3.1,0.1,0.0,64.58
1,2027,52,20054,22.6,33.5,1.6,0.1,0.0,55.82
1,2027,53,18107,23.3,34.6,2.5,0.1,0.0,63.86
1,2027,54,18396,23.9,35.8,2.1,0.1,0.0,57.99
1,2027,55,19580,23.6,35.3,2.1,0.1,0.0,55.29
1,2027,56,18543,23.3,33.8,2.1,0.1,0.0,66.67
1,2027,57,22210,22.5,33.8,2.4,0.1,0.0,57.7
1,2027,58,16008,23.6,36.6,2.6,0.1,0.0,60.7
1,2027,59,18405,23.4,34.8,2.5,0.1,0.0,65.74
1,2027,60,18311,23.2,34.6,2.1,0.1,0.0,57.82
1,2027,61,15036,23.0,35.7,2.0,1.08,0.0,64.03
1,2027,62,20262,24.8,35.1,2.3,0.4,0.0,65.5
1,2027,63,19431,24.1,34.8,1.2,0.1,0.0,64.56
1,2027,64,16108,23.9,35.3,2.5,0.45,0.0,69.87
1,2027,65,10898,23.4,35.7,1.8,0.1,5.85,98.4
1,2027,66,16598,23.3,34.3,2.7,0.25,0.0,66.41
1,2027,67,17092,24.2,34.1,2.6,0.1,0.0,67.75
1,2027,68,18039,22.8,36.7,2.2,0.62,0.0,61.52
1,2027,69,17358,23.5,36.1,2.7,0.9,0.0,66.84
1,2027,70,18920,23.5,37.0,1.4,0.44,0.0,60.65
1,2027,71,20095,24.6,35.6,1.7,0.1,0.0,69.82
1,2027,72,16719,25.1,35.9,3.1,0.39,0.0,64.47
1,2027,73,18108,24.3,35.8,2.2,0.48,0.0,63.87
1,2027,74,15919,24.1,34.7,1.6,0.22,0.0,69.9
1,2027,75,14862,24.0,34.9,2.7,0.48,0.0,75.91
1,2027,76,16693,23.0,35.2,2.4,0.1,0.0,71.22
1,2027,77,14734,23.9,34.9,2.7,0.72,0.0,66.95
1,2027,78,20256,24.3,34.9,1.4,0.69,0.0,61.33
1,2027,79,16807,24.2,36.3,2.3,1.17,0.0,63.03
1,2027,80,17455,24.2,35.8,1.9,0.42,0.0,70.07
1,2027,81,17350,22.3,36.3,1.9,0.76,2.96,92.42
1,2027,82,19052,23.0,35.2,2.4,0.43,0.0,60.08
1,2027,83,20562,23.2,35.9,1.8,0.35,0.0,72.13
1,2027,84,19579,23.3,37.1,1.8,0.74,0.0,62.17
1,2027,85,17142,23.5,34.6,1.4,0.69,0.0,69.67
1,2027,86,18134,24.6,35.0,1.8,0.42,0.0,68.12
1,2027,87,20788,21.9,37.2,1.9,0.44,0.0,64.03
1,2027,88,16019,24.4,36.7,3.1,0.15,0.0,56.4
1,2027,89,17814,24.5,34.6,2.2,0.37,0.0,66.95
1,2027,90,15220,25.3,36.5,2.0,0.19,0.0,66.16
1,2027,91,11721,24.7,37.7,2.3,0.19,6.35,90.51
1,2027,92,20314,24.6,35.3,1.5,0.62,0.0,64.43
1,2027,93,20051,23.8,37.2,2.4,0.38,0.0,59.83
1,2027,94,19878,24.2,35.8,2.5,0.1,0.0,65.45
1,2027,95,16520,24.8,35.9,1.7,0.54,0.0,71.28
1,2027,96,17124,24.6,35.6,1.5,0.1,0.0,64.36
1,2027,97,17650,24.2,36.7,1.9,0.75,0.0,51.56
1,2027,98,19069,24.2,37.8,2.4,0.21,0.0,67.8
1,2027,99,17835,23.3,36.4,2.0,0.8,0.0,69.08
1,2027,100,15167,25.0,35.9,2.9,1.1,0.0,61.89
1,2027,101,17761,25.1,37.5,1.1,0.96,0.0,55.28
1,2027,102,20362,24.6,36.5,2.0,0.1,0.0,59.19
1,2027,103,14850,24.3,34.3,2.8,0.1,0.0,67.66
1,2027,104,19547,24.9,35.7,2.2,0.41,0.0,65.33
1,2027,105,19164,23.9,38.6,2.9,0.86,0.0,70.06
1,2027,106,10117,23.8,35.9,2.3,1.27,7.26,98.96
1,2027,107,11398,24.7,36.5,2.5,0.35,6.66,93.64
1,2027,108,21967,24.4,39.4,2.6,0.53,0.0,54.71
1,2027,109,21107,24.4,35.8,2.6,0.67,0.0,71.75
1,2027,110,18757,25.2,36.6,2.7,0.8,0.0,68.23
1,2027,111,18240,24.7,36.7,2.2,0.21,0.0,58.18
1,2027,112,21289,23.7,36.3,2.7,0.43,0.0,64.42
1,2027,113,19235,24.7,36.7,2.6,0.3,0.0,66.92
1,2027,114,19413,25.5,35.6,2.4,0.16,0.0,63.56
1,2027,115,18494,24.3,34.4,2.0,0.4,0.0,62.71
1,2027,116,18822,25.0,35.7,1.8,0.22,0.12,98.06
1,2027,117,18289,24.2,36.7,1.5,0.99,0.0,66.69
1,2027,118,17982,25.2,35.5,1.5,0.96,0.0,66.77
1,2027,119,20967,24.1,37.3,2.2,0.62,0.0,65.25
1,2027,120,19362,23.6,35.9,2.5,0.1,0.0,66.22
1,2027,121,4506,24.7,36.9,2.0,0.1,34.09,92.99
1,2027,122,8279,23.8,35.8,2.6,0.1,14.09,90.73
1,2027,123,9376,25.2,36.8,2.0,0.1,8.39,90.29
1,2027,124,6787,24.9,36.7,1.2,0.1,7.81,90.05
1,2027,125,3069,25.4,38.4,2.8,0.1,24.52,93.85
1,2027,126,10776,25.7,38.0,1.9,0.1,0.0,81.31
1,2027,127,8789,25.5,37.5,2.6,0.1,11.55,92.62
1,2027,128,16392,25.0,38.6,1.3,0.1,3.69,91.59
1,2027,129,6325,24.7,36.2,2.2,0.1,37.48,95.68
1,2027,130,11699,25.2,37.2,1.9,0.1,1.76,91.46
1,2027,131,9850,25.0,37.3,2.6,0.1,20.19,97.64
1,2027,132,9766,25.0,38.8,2.2,0.1,10.68,92.82
1,2027,133,5659,25.2,36.4,1.5,0.1,21.3,92.71
1,2027,134,7893,24.6,39.0,2.3,0.1,18.57,96.02
1,2027,135,14616,25.6,39.4,2.0,0.1,0.0,74.13
1,2027,136,6745,25.1,38.4,1.3,0.1,23.31,97.14
1,2027,137,11734,25.0,38.5,2.1,0.1,0.0,77.74
1,2027,138,10184,26.4,36.6,1.9,0.1,0.0,75.53
1,2027,139,6866,23.8,37.3,2.4,0.1,31.65,94.96
1,2027,140,3857,23.8,35.6,1.8,0.1,10.51,98.09
1,2027,141,4340,25.7,37.5,2.0,0.1,5.11,98.03
1,2027,142,13002,25.2,37.0,2.4,0.1,0.0,79.88
1,2027,143,17142,25.9,37.9,2.0,0.1,0.0,74.64
1,2027,144,4071,25.3,38.4,2.5,0.1,7.06,97.61
1,2027,145,5979,24.8,35.6,1.9,0.1,13.55,92.81
1,2027,146,7433,24.9,37.3,2.1,0.1,32.71,94.19
1,2027,147,13755,25.2,37.5,2.9,0.1,0.0,75.26
1,2027,148,13465,26.1,37.0,2.4,0.1,0.0,79.84
1,2027,149,4365,24.7,38.9,2.6,0.1,12.89,90.88
1,2027,150,8569,25.4,34.5,2.3,0.1,13.92,97.48
1,2027,151,4280,24.7,37.9,1.5,0.1,12.53,92.93
1,2027,152,5542,25.9,36.2,2.2,0.1,10.58,91.84
1,2027,153,3977,26.4,39.8,2.6,0.1,22.83,98.41
1,2027,154,5118,25.3,37.0,1.7,0.1,26.87,91.94
1,2027,155,6909,25.9,38.5,1.6,0.1,6.92,94.93
1,2027,156,6467,26.1,37.8,1.4,0.1,27.34,95.8
1,2027,157,11875,25.1,37.0,2.5,0.1,0.0,80.75
1,2027,158,5949,24.9,38.2,2.3,0.1,6.21,95.91
1,2027,159,18334,26.6,39.0,2.3,0.1,0.0,68.24
1,2027,160,10838,25.2,36.7,2.1,0.1,0.0,72.06
1,2027,161,2440,26.5,37.9,1.9,0.1,13.54,95.43
1,2027,162,4761,26.0,37.5,2.7,0.1,25.55,91.62
1,2027,163,11089,26.2,38.1,2.7,0.1,9.34,92.7
1,2027,164,14789,25.2,38.4,2.2,0.1,1.6,90.6
1,2027,165,5484,25.3,36.4,1.5,0.1,22.24,95.84
1,2027,166,10926,25.3,38.7,1.6,0.1,1.01,98.72
1,2027,167,4767,25.0,35.3,2.6,0.1,15.66,90.2
1,2027,168,13874,25.1,37.3,2.0,0.1,0.0,72.63
1,2027,169,8639,25.3,38.4,2.7,0.1,14.72,98.5
1,2027,170,10724,26.0,37.8,2.7,0.1,0.0,75.99
1,2027,171,12012,24.9,39.9,2.3,0.1,2.08,96.29
1,2027,172,5825,24.9,37.9,2.5,0.1,6.63,97.5
1,2027,173,7539,24.8,37.4,3.0,0.1,8.71,92.48
1,2027,174,5252,25.8,37.5,2.0,0.1,14.92,96.7
1,2027,175,2089,25.8,37.1,2.6,0.1,14.06,90.07
1,2027,176,13247,27.5,39.8,2.1,0.1,2.11,94.44
1,2027,177,11278,26.0,37.1,1.5,0.1,0.0,81.46
1,2027,178,13125,25.1,38.9,2.7,0.1,3.13,96.95
1,2027,179,9885,24.9,38.5,2.4,0.1,17.39,95.96
1,2027,180,14291,25.9,37.4,1.1,0.1,0.0,76.69
1,2027,181,12374,25.0,37.4,2.3,0.1,0.0,69.93
