id sim,seed,year,month,day,(CTU 12) Avg Rice Yield (t/ha),Methane emissions (kg CH4/ha),GHG Emission Intensity (kg CH4/kg),AWD Adoption Level (% of area),Water Reliability (< tolerance) (% of plots without salinity stress),Area under climate-resilient varieties (%),Crop Diversification Index (distinct varieties),(CTU 31) Risk Response (Avg Stress Days per plot): Salinity Stress (days),(CTU 31) Risk Response (Avg Stress Days per plot): Drought Stress (days),(CTU 31) Risk Response (Avg Stress Days per plot): Flood Stress (days), (CTU 13) Value of By-products (Straw) ($/ha),(CTU 4) Avg Production Costs ($/ha),(CTU 5) Net Farm Income ($/ha),(CTU 8) Profit Margin (%),Avg Labor Intensity (hours/ha/season),(CTU 19/38) Avg Salinity Exposure (g/l),(CTU 39) Irrigation Water Usage (mm/ha),Avg number of pesticide applications
2,1.4829390186372536E18,2026,10,12,3.2146198139103146,170.0,0.05288339207777398,0.0,100.0,0.0,1,0.0,0.0,0.0,42.03733602805794,426.2419786096257,698.8749562589852,61.30046921142436,99.19572192513509,0.03929096891281772,0.0,8.54946524064171
2,1.4829390186372536E18,2027,2,11,6.317331291988713,131.25,0.020776178093816915,0.0,100.0,0.0,1,0.0,5.0,0.0,82.61125535677529,488.16711229946526,1722.898839896585,77.45692569123365,108.92245989304811,0.05198195187165775,450.0,9.677807486631016
2,1.4829390186372536E18,2027,6,23,3.8960574694624546,154.0,0.03952713767881038,0.0,100.0,0.0,1,0.0,0.0,0.0,50.94844383143222,443.7788716577489,919.8412426541099,66.96830091577492,99.07433155080075,0.02092671170356591,175.77000000000132,8.546791443850267
2,1.4829390186372536E18,2027,10,11,3.048688640397798,167.5,0.05494165516953031,0.0,100.0,0.0,1,0.0,0.0,0.0,39.86746683597126,435.7601016042824,631.2809225349516,58.19989434151706,99.32032085561356,0.018584895199019583,90.97000000000081,8.577540106951872
2,1.4829390186372536E18,2028,2,11,6.4575037083461755,187.5,0.029035987971274498,0.0,100.0,0.0,1,0.0,0.0,0.0,84.44427926298846,515.2432727272757,1744.883025193888,76.68307995705345,108.95454545454544,0.2016636185383236,720.1599999999899,9.681818181818182
2,1.4829390186372536E18,2028,6,21,3.7345644977418866,153.75,0.041169459007326104,0.0,100.0,0.0,1,0.0,0.0,0.0,48.83661266277847,444.029272727276,863.0683014823862,65.49795975835266,98.05454545454515,0.017537770536996553,195.5200000000001,8.431818181818182
2,1.4829390186372536E18,2028,10,10,3.188864215624645,167.5,0.05252653881569854,0.0,100.0,0.0,1,0.0,0.0,0.0,41.70053205047617,434.515497326207,681.5869781424229,60.1873759277327,98.99946524064032,0.2016636185383236,84.54000000000076,8.537433155080214
2,1.4829390186372536E18,2029,2,10,6.415006179622966,185.25,0.028877602735355095,0.0,100.0,0.0,1,0.0,0.0,0.0,83.88854234891562,514.5251122994689,1730.7270505685733,76.59594746284522,108.92245989304811,0.2016636185383236,713.5800000000045,9.677807486631016
2,1.4829390186372536E18,2029,6,22,3.5470320839123435,165.0,0.04651776361098108,0.0,100.0,0.0,1,0.0,0.0,0.0,46.384265712699936,440.78270053475956,800.6785288345634,64.0095851389687,98.14010695187137,0.01752594466340452,161.44999999999803,8.442513368983958
2,1.4829390186372536E18,2029,10,12,3.228276436264543,170.0,0.05265967873454728,0.0,100.0,0.0,1,0.0,0.0,0.0,42.2159226280748,434.79157754011305,695.105175152484,60.68020216331336,100.11550802139176,0.03541004895889479,68.24999999999999,8.664438502673796
