id sim,seed,year,month,day,(CTU 12) Avg Rice Yield (t/ha),Methane emissions (kg CH4/ha),GHG Emission Intensity (kg CH4/kg),AWD Adoption Level (% of area),Water Reliability (< tolerance) (% of plots without salinity stress),Area under climate-resilient varieties (%),Crop Diversification Index (distinct varieties),(CTU 31) Risk Response (Avg Stress Days per plot): Salinity Stress (days),(CTU 31) Risk Response (Avg Stress Days per plot): Drought Stress (days),(CTU 31) Risk Response (Avg Stress Days per plot): Flood Stress (days), (CTU 13) Value of By-products (Straw) ($/ha),(CTU 4) Avg Production Costs ($/ha),(CTU 5) Net Farm Income ($/ha),(CTU 8) Profit Margin (%),Avg Labor Intensity (hours/ha/season),(CTU 19/38) Avg Salinity Exposure (g/l),(CTU 39) Irrigation Water Usage (mm/ha),Avg number of pesticide applications
3,4.908955068158961E18,2027,1,17,6.2327767721311655,180.75,0.028999915544576187,0.0,100.0,0.0,1,0.0,0.0,0.0,81.50554240479227,483.50310695186545,1697.9687632940359,77.27615558583666,107.52139037433153,0.05198195187165775,429.6300000000034,9.502673796791443
3,4.908955068158961E18,2027,7,1,3.6166780575061686,162.5,0.04493073406485334,0.0,100.0,0.0,1,0.0,0.0,0.0,47.29502075200368,426.53746524064815,839.2998548865169,65.75022152622087,96.39304812834223,0.05198195187165775,49.87999999999997,8.23663101604278
3,4.908955068158961E18,2028,1,17,6.080058080934419,187.5,0.030838521195702774,0.0,100.0,0.0,1,0.0,0.0,0.0,79.50845182760398,485.69589304812365,1642.3244352789181,76.58207034340145,109.47860962566843,0.05198195187165775,414.85999999999217,9.747326203208557
3,4.908955068158961E18,2028,6,30,3.8458105539605105,162.5,0.042253771401363875,0.0,100.0,0.0,1,0.0,0.0,0.0,50.2913687825605,431.2141229946563,914.8195708915257,67.40166774073352,96.72459893048126,0.040547544361667576,90.43000000000004,8.27807486631016
3,4.908955068158961E18,2029,1,15,6.075708553561954,185.0,0.03044912348396659,0.0,100.0,0.0,1,0.0,0.0,0.0,79.45157339273328,491.0446042780825,1635.4533894686087,76.2919001128517,107.720855614973,0.2016636185383236,499.4299999999943,9.540106951871659
3,4.908955068158961E18,2029,7,1,4.074012514930611,162.5,0.03988696632729114,0.0,100.0,0.0,1,0.0,0.0,0.0,53.27554827216936,432.5981604278079,993.3062197979049,69.15817891581345,96.53208556149731,0.017246832074206252,107.87999999999995,8.254010695187166
3,4.908955068158961E18,2030,1,15,6.055310643394246,182.5,0.030138833620218932,0.0,100.0,0.0,1,0.0,0.0,0.0,79.18483149054008,486.80972192512775,1632.5490032628563,76.446741595852,106.44438502673945,0.2016636185383236,479.1400000000087,9.393048128342246
3,4.908955068158961E18,2030,7,1,3.8350064709661242,160.25,0.04178610941421161,0.0,100.0,0.0,1,0.0,0.0,0.0,50.15008462032614,428.02985561497024,914.2224092231684,67.4966841652648,96.67112299465239,0.05198195187165775,59.58999999999917,8.27139037433155
3,4.908955068158961E18,2031,1,15,6.178827759033068,173.5,0.02807975991017934,0.0,100.0,0.0,1,0.0,0.0,0.0,80.80005531043255,489.75249197861723,1672.8372236829696,76.79428516653927,106.1983957219266,0.05198195187165775,513.1799999999943,9.36229946524064
3,4.908955068158961E18,2031,7,1,3.737500137807458,162.5,0.04347825926645394,0.0,100.0,0.0,1,0.0,0.0,0.0,48.87500180209747,427.85510695187367,880.2699412807391,66.72832209040695,96.52139037433153,0.013751839119486119,60.65000000000083,8.252673796791443
3,4.908955068158961E18,2032,1,15,6.221648491358937,182.5,0.029333061849037095,0.0,100.0,0.0,1,0.0,0.0,0.0,81.36001873315546,471.6426470588265,1705.9343249168048,77.80797136113607,106.82941176470737,0.2016636185383236,320.25,9.441176470588236
3,4.908955068158961E18,2032,6,29,3.828209550108335,157.75,0.04120725313888207,0.0,100.0,0.0,1,0.0,0.0,0.0,50.06120180910899,398.2692941176514,941.6040484202694,69.76359244625255,91.4588235294125,0.01294049088166732,142.83999999999762,8.132352941176471
3,4.908955068158961E18,2033,1,13,6.179660563863586,180.0,0.029127813435672296,0.0,100.0,0.0,1,0.0,0.0,0.0,80.81094583513918,488.80121390374615,1674.0799834485117,76.81282734687206,105.24278074866162,0.2016636185383236,519.710000000005,9.255347593582888
3,4.908955068158961E18,2033,6,29,3.794905826763446,157.5,0.04150300618509069,0.0,100.0,0.0,1,0.0,0.0,0.0,49.62569158075274,387.85971657753527,940.3573227896662,70.2637482522591,90.04331550802263,0.016998676217023424,63.41000000000099,7.967914438502674
3,4.908955068158961E18,2034,1,14,6.048310796704543,180.0,0.029760375425494676,0.0,100.0,0.0,1,0.0,0.0,0.0,79.09329503382868,481.21430481283085,1635.6944740337524,76.68494156299893,105.06096256684343,0.2016636185383236,447.25000000000006,9.232620320855615
3,4.908955068158961E18,2034,6,30,3.720453947674723,160.0,0.04300550477180337,0.0,100.0,0.0,1,0.0,0.0,0.0,48.65209008497717,391.5562085561521,910.6026731300014,69.40014313756699,91.0417112299473,0.15765720853832466,83.52999999999922,8.080213903743315
3,4.908955068158961E18,2035,1,13,5.774472199260717,177.5,0.030738740074413146,0.0,100.0,0.0,1,0.0,0.0,0.0,75.51232875956318,479.990278074865,1541.0749916663829,75.605786936778,103.95561497326206,0.2016636185383236,453.85999999999166,9.106951871657754
3,4.908955068158961E18,2035,6,30,3.8441155417711497,160.0,0.04162205799003667,0.0,100.0,0.0,1,0.0,0.0,0.0,50.26920323854577,389.10561497326205,956.3348246466408,70.58238113951467,91.52299465240715,0.03206782965555687,50.0,8.140374331550802
3,4.908955068158961E18,2036,1,13,5.871092546335229,177.5,0.030232873796342485,0.0,100.0,0.0,1,0.0,0.0,0.0,76.77582560592212,480.15068983956877,1574.7317013777554,76.05359558146355,103.83796791443852,0.2016636185383236,457.6700000000005,9.092245989304812
3,4.908955068158961E18,2036,6,28,3.1536018463131823,146.25,0.04637554362513397,0.0,100.0,0.0,1,0.0,0.0,6.0,41.23940875948006,390.40303743315485,713.3576087764577,64.11322923519874,90.10748663101728,0.01650744740287635,87.63999999999952,7.975935828877005
3,4.908955068158961E18,2037,1,12,5.7744514103935245,177.5,0.030738850738360184,0.0,100.0,0.0,1,0.0,0.0,0.0,75.51205690514612,461.03173796791793,1560.026255669818,76.58669845226522,104.44759358288776,0.2016636185383236,255.04999999999777,9.168449197860962
3,4.908955068158961E18,2037,6,29,2.97494766073743,155.25,0.052185792055755575,0.0,99.73262032085562,0.0,1,0.00267379679144385,0.0,12.0,38.90316171733562,385.84644919786876,655.3852320602392,62.417130326595625,89.98983957219374,0.05198195187165775,44.27999999999955,7.961229946524064
3,4.908955068158961E18,2038,1,12,5.79053758619601,175.0,0.03022171903644669,0.0,100.0,0.0,1,0.0,0.0,0.0,75.72241458871702,477.61557754010306,1549.0725776284942,75.80666867087736,102.31550802139036,0.12058393733717251,458.9899999999951,8.914438502673796
3,4.908955068158961E18,2038,6,28,3.15371716844805,155.0,0.04914835152331551,0.0,92.64705882352942,0.0,1,0.09090909090909091,0.0,7.0,41.24091681816669,385.0147058823529,718.7863030744644,64.53504386341048,89.14117647058701,0.05198195187165775,50.0,7.867647058823529
3,4.908955068158961E18,2039,1,12,5.758078451176365,175.0,0.030392083311099695,0.0,100.0,0.0,1,0.0,0.0,0.0,75.29794897692173,454.80414438502675,1560.5233135267003,76.81732915581269,102.82887700534758,0.2016636185383236,221.25000000000003,8.97860962566845
3,4.908955068158961E18,2039,6,28,3.3631078565611534,152.75,0.04541929861154974,0.0,92.64705882352942,0.0,1,0.1497326203208556,0.0,7.0,43.97910273964586,379.19251336898395,797.8952364274191,67.27997216412517,88.70267379679022,0.009958228327903782,0.0,7.81283422459893
3,4.908955068158961E18,2040,1,11,5.8892404552866315,172.5,0.02929070417648694,0.0,100.0,0.0,1,0.0,0.0,0.0,77.01314441528673,471.4002620320901,1589.8338973182347,76.54874580062933,101.55240641711238,0.2016636185383236,409.2699999999988,8.831550802139038
3,4.908955068158961E18,2040,6,27,3.6808156745528753,155.0,0.04211023145537668,0.0,78.87700534759358,0.0,1,0.8262032085561497,0.0,0.0,48.13374343646073,391.99706417112145,896.2884219223852,69.07948079916284,89.01283422459771,0.05198195187165775,122.22999999999986,7.851604278074866
3,4.908955068158961E18,2041,1,10,4.792839355242736,172.5,0.03599119169544201,0.0,100.0,0.0,1,0.0,0.0,9.0,62.67559156855875,448.64901069518766,1228.8447636397675,72.55844010663694,101.70213903743323,0.07831657162339957,178.94999999999823,8.850267379679144
3,4.908955068158961E18,2041,6,27,3.4121273383217177,148.0,0.04337470009920409,0.0,71.79144385026738,0.0,1,0.8302139037433155,0.0,0.0,44.62012673189935,382.0461283422457,812.1984400703539,67.5079022578109,87.72566844919686,0.032008591053976486,44.97999999999972,7.7032085561497325
3,4.908955068158961E18,2042,1,11,5.611363185371587,172.5,0.0307411932361988,0.0,100.0,0.0,1,0.0,0.0,0.0,73.37936473178218,471.8932780748604,1492.083836805187,75.32662085209572,101.75561497326208,0.12310193985894659,410.3900000000077,8.856951871657754
3,4.908955068158961E18,2042,6,27,3.5245545061700856,148.0,0.04199112249247704,0.0,71.79144385026738,0.0,1,1.0227272727272727,0.0,0.0,46.09032815760881,386.1409679144347,847.4531092450927,68.20195886481686,87.6935828876995,0.016274875351176377,86.52999999999919,7.699197860962567
3,4.908955068158961E18,2043,1,10,5.4485128066488455,170.0,0.031201174711849477,0.0,100.0,0.0,1,0.0,0.0,0.0,71.24978285617715,465.5289839572152,1441.450498369876,74.93988447351477,100.59679144385166,0.2016636185383236,366.6000000000029,8.724598930481283
3,4.908955068158961E18,2043,6,27,3.260767546596294,150.25,0.046078108253020465,0.0,83.9572192513369,0.0,1,0.7205882352941176,0.0,5.0,42.640806378567035,381.19644919785725,760.0721921108443,66.07346652820515,87.78983957219151,0.0341312881626118,35.27999999999974,7.711229946524064
3,4.908955068158961E18,2044,1,10,5.613272215009113,170.0,0.03028536537840505,0.0,100.0,0.0,1,0.0,0.0,0.0,73.40432896550377,463.26070053476286,1501.3845747184298,75.8711635075416,100.34010695187307,0.2016636185383236,348.73000000000457,8.692513368983958
3,4.908955068158961E18,2044,6,25,3.363747139380253,147.75,0.04392422910457589,0.0,66.57754010695187,0.0,1,2.6831550802139037,0.0,2.0,43.98746259189563,379.05062032085715,798.2608784622314,67.282741105873,86.524064171123,0.02915420744344236,35.680000000000234,7.565508021390374
3,4.908955068158961E18,2045,1,9,5.358211544446774,170.0,0.03172700416731162,0.0,100.0,0.0,1,0.0,0.0,2.0,70.0689201966116,448.2455935828798,1427.1284469734849,75.50932457890214,100.3187165775415,0.2016636185383236,198.98000000000008,8.689839572192513
3,4.908955068158961E18,2045,6,26,2.665113331030454,150.0,0.056282784770733625,0.0,66.17647058823529,0.0,1,2.9318181818181817,0.0,15.0,34.85148202116754,382.87888101603846,549.9107848446164,58.45757710190992,86.58823529411765,0.018400690928020512,72.75939839572088,7.573529411764706
3,4.908955068158961E18,2046,1,9,5.25686454943314,167.5,0.031863099843054146,0.0,100.0,0.0,1,0.0,0.0,4.0,68.743613338741,442.3195882352871,1397.5830040663025,75.32335883936496,98.81764705882213,0.2016636185383236,165.9900000000021,8.514705882352942
3,4.908955068158961E18,2046,6,26,2.227368655680188,145.5,0.06532371712646175,0.0,40.64171122994652,0.0,1,2.3502673796791442,0.0,21.0,29.12712857427942,380.6991390374308,398.87989045063307,50.61021140082359,86.42780748663101,0.026030020967279716,53.97000000000057,7.553475935828877
3,4.908955068158961E18,2047,1,9,5.336056917843677,167.5,0.03139021989062431,0.0,100.0,0.0,1,0.0,0.0,0.0,69.77920584872489,464.2824598930397,1403.3374613522367,74.51232775205014,99.19197860962427,0.2016636185383236,378.60000000000207,8.561497326203208
3,4.908955068158961E18,2047,6,26,3.0142301473230884,145.5,0.048271032034238416,0.0,32.62032085561498,0.0,1,4.179144385026738,0.0,4.0,39.416855772686546,383.25401069518716,671.7265408678932,63.121615526855955,86.80213903743315,0.012382551660709321,72.5,7.600267379679145
3,4.908955068158961E18,2048,1,9,5.273089033457211,167.5,0.03176506198496358,0.0,100.0,0.0,1,0.0,0.0,1.0,68.95577966828651,442.9455668449229,1402.6355948651028,75.40245959383005,99.2133689839558,0.2016636185383236,164.8300000000015,8.564171122994653
3,4.908955068158961E18,2048,6,16,0.0,123.80514705882354,92606.25,0.0,40.64171122994652,0.0,1,3.5668449197860963,0.0,28.58823529411765,0.0,360.92283422459207,-360.92283422459207,-36092.28342245989,73.52566844919819,0.030641716607475777,78.59999999999903,6.070855614973262
3,4.908955068158961E18,2049,1,7,4.681462193073092,165.0,0.03524539838090364,0.0,100.0,0.0,1,0.0,0.0,12.0,61.21912098634039,442.72065240641945,1195.7911151691642,72.24957044172606,97.53048128342212,0.2016636185383236,192.25999999999874,8.366310160427808
3,4.908955068158961E18,2049,6,25,1.3368686127073164,138.5,0.10360030797605548,0.0,26.069518716577537,0.0,1,5.552139037433155,0.0,21.0,17.48212801232644,380.0160374331585,87.88797701440544,17.778940980786174,84.98021390374433,0.02616102258261576,72.40636363636452,7.385026737967914
