id,seed,labor_cost_per_hour,pumping_cost_per_mm,fertilizer_unit_price,pesticide_unit_cost,straw_market_price,muddy_harvest_logistics_factor,grain_quality_discount_factor,fungicide_surcharge_factor,error_methane,error_labor,error_income,fitness
0,8.519042093813369E18,2.8,0.8,1.25,7.5,0.018,1.35,0.97,1.45,2.1406684859442975,2.1406684859442975
1,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.3,1.0,1.35,0.2030443730737581,0.2030443730737581
2,8.519042093813369E18,2.9,0.2,0.85,15.0,0.019,1.05,0.78,1.5,1.3425046689117015,1.3425046689117015
3,8.519042093813369E18,2.3,0.75,1.2,9.5,0.034,1.6,0.75,1.15,2.2852906165688416,2.2852906165688416
4,8.519042093813369E18,3.1,0.7,1.5,13.0,0.033,1.1,0.73,1.1,2.6743577408314962,2.6743577408314962
5,8.519042093813369E18,3.0,0.85,1.55,11.0,0.034,1.8,0.8,1.5,2.891494159753532,2.891494159753532
6,8.519042093813369E18,2.8,0.2,2.5,7.0,0.013,1.55,0.83,1.05,1.4182865808418303,1.4182865808418303
7,8.519042093813369E18,2.7,1.0,2.45,18.5,0.018,1.1,0.95,1.05,2.886649487511744,2.886649487511744
8,8.519042093813369E18,3.5,1.0,0.6,6.5,0.023,1.4,0.99,1.35,2.735991376088676,2.735991376088676
9,8.519042093813369E18,1.4,0.65,0.65,24.5,0.014,1.1,0.88,1.45,1.4100907536353497,1.4100907536353497
10,8.519042093813369E18,3.9,0.4,2.1,5.5,0.008,2.0,0.89,1.45,2.2518451602841174,2.2518451602841174
11,8.519042093813369E18,3.7,0.2,2.35,17.5,0.01,1.4,0.83,1.25,1.9999912797814805,1.9999912797814805
12,8.519042093813369E18,3.2,0.25,2.25,14.0,0.007,1.55,0.7,1.3,2.0913326767194653,2.0913326767194653
13,8.519042093813369E18,1.2,0.85,1.7,22.0,0.005,1.35,0.99,1.4,1.7311253276796188,1.7311253276796188
14,8.519042093813369E18,2.8,0.5,0.9,9.5,0.031,1.05,0.75,1.3,1.8933938039542966,1.8933938039542966
15,8.519042093813369E18,3.6,0.6,1.1,16.0,0.018,1.1,0.89,1.2,2.3234342519702653,2.3234342519702653
16,8.519042093813369E18,1.5,0.25,2.35,14.5,0.035,1.55,0.78,1.05,1.0048438662357648,1.0048438662357648
17,8.519042093813369E18,2.2,0.5,1.35,13.5,0.012,1.75,0.81,1.05,1.639432597498319,1.639432597498319
18,8.519042093813369E18,1.9,1.0,1.0,7.0,0.036,1.2,0.72,1.45,2.606024554834517,2.606024554834517
19,8.519042093813369E18,3.8,0.2,2.2,12.5,0.013,1.15,0.82,1.0,1.9281029926551276,1.9281029926551276
20,8.519042093813369E18,1.4,0.65,0.65,24.5,0.013,1.55,0.83,1.05,1.4810515427112017,1.4810515427112017
21,8.519042093813369E18,2.2,0.85,1.7,22.0,0.005,1.35,0.99,1.4,2.1982121937003822,2.1982121937003822
22,8.519042093813369E18,2.8,0.2,2.5,22.0,0.005,1.35,0.99,1.4,1.2591253201704014,1.2591253201704014
23,8.519042093813369E18,3.8,0.2,2.5,7.0,0.013,1.55,0.83,1.05,1.956588516267053,1.956588516267053
24,8.519042093813369E18,2.8,0.2,2.5,7.0,0.014,1.1,0.88,1.45,1.2783834375912635,1.2783834375912635
25,8.519042093813369E18,2.9,0.2,0.85,15.0,0.019,1.55,0.83,1.05,1.220838567251678,1.220838567251678
26,8.519042093813369E18,2.8,0.2,2.2,12.5,0.013,1.15,0.82,1.0,1.3894871566066689,1.3894871566066689
27,8.519042093813369E18,2.8,0.2,2.5,7.0,0.013,1.05,0.78,1.5,1.506842481131446,1.506842481131446
28,8.519042093813369E18,1.2,0.85,1.7,7.0,0.013,1.55,0.83,1.05,1.8631256712714097,1.8631256712714097
29,8.519042093813369E18,1.2,0.5,1.35,13.5,0.012,1.75,0.81,1.05,1.1460080124605159,1.1460080124605159
30,8.519042093813369E18,1.2,0.85,1.7,22.0,0.013,1.35,0.99,1.4,1.7311253276796188,1.7311253276796188
31,8.519042093813369E18,2.8,0.2,2.5,24.5,0.014,1.1,0.88,1.45,1.530258310968121,1.530258310968121
32,8.519042093813369E18,2.8,0.2,2.5,7.0,0.014,1.1,0.78,1.05,1.4841149102519287,1.4841149102519287
33,8.519042093813369E18,2.8,0.2,2.5,7.0,0.014,1.1,0.81,1.05,1.4148054892212052,1.4148054892212052
34,8.519042093813369E18,2.9,0.2,1.35,13.5,0.012,1.75,0.81,1.05,1.3750284467991916,1.3750284467991916
35,8.519042093813369E18,1.4,0.65,0.65,22.0,0.005,1.35,0.99,1.4,1.1683400084304356,1.1683400084304356
36,8.519042093813369E18,1.2,0.5,1.35,13.5,0.012,1.75,0.88,1.45,1.0441165578443043,1.0441165578443043
37,8.519042093813369E18,1.2,0.5,0.85,15.0,0.019,1.05,0.78,1.5,1.1075331164023363,1.1075331164023363
38,8.519042093813369E18,2.8,0.2,0.85,15.0,0.019,1.55,0.83,1.05,1.167013268620532,1.167013268620532
39,8.519042093813369E18,2.9,0.2,2.2,12.5,0.013,1.15,0.82,1.0,1.4431037292453763,1.4431037292453763
40,8.519042093813369E18,1.5,0.25,2.35,14.5,0.035,1.55,0.88,1.45,0.832236548438168,0.832236548438168
41,8.519042093813369E18,2.9,0.2,0.85,15.0,0.019,1.05,0.82,1.5,1.2495918319555144,1.2495918319555144
42,8.519042093813369E18,1.2,0.25,0.8,11.5,0.008,1.05,0.78,1.5,0.5006122273373896,0.5006122273373896
43,8.519042093813369E18,1.2,0.5,1.35,14.5,0.035,1.55,0.88,1.45,1.0373245611605055,1.0373245611605055
44,8.519042093813369E18,1.2,0.5,0.85,15.0,0.019,1.3,1.0,1.35,0.6821618627725172,0.6821618627725172
45,8.519042093813369E18,1.4,0.65,0.65,22.0,0.005,1.35,0.78,1.5,1.6236715836451083,1.6236715836451083
46,8.519042093813369E18,1.2,0.5,0.85,15.0,0.019,1.05,0.99,1.4,0.6828305387258484,0.6828305387258484
47,8.519042093813369E18,1.5,0.25,2.35,13.5,0.012,1.75,0.81,1.05,0.9484797831793457,0.9484797831793457
48,8.519042093813369E18,1.2,0.5,1.35,13.5,0.012,1.75,0.82,1.45,1.1694663012118758,1.1694663012118758
